PRODUCT,WEEKNO,MONTHNO,REGION,ORDERQTY
32,7,2,1,68
32,8,2,1,31
32,9,2,1,21
32,10,3,1,197
32,11,3,1,135
32,12,3,1,80
32,13,3,1,58
32,14,4,1,71
32,15,4,1,82
32,16,4,1,95
32,17,4,1,65
32,18,5,1,143
32,19,5,1,3
32,20,5,1,469
32,21,5,1,363
32,23,6,1,238
32,24,6,1,48
32,25,6,1,58
32,26,6,1,77
32,27,7,1,64
32,28,7,1,102
32,29,7,1,205
32,30,7,1,176
32,31,8,1,136
32,32,8,1,32
32,33,8,1,18
32,34,8,1,30
32,35,8,1,181
32,36,9,1,4
32,37,9,1,1
32,38,9,1,167
32,39,9,1,109
32,40,10,1,60
32,41,10,1,95
32,42,10,1,88
32,43,10,1,162
32,44,11,1,174
32,45,11,1,605
32,46,11,1,147
32,47,11,1,177
32,48,11,1,563
32,49,12,1,304
32,50,12,1,228
32,51,12,1,275
32,52,12,1,1685
32,53,13,1,711
32,54,13,1,147
32,55,13,1,210
32,56,13,1,46
32,57,14,1,246
32,58,14,1,94
32,59,14,1,87
32,60,14,1,446
32,61,14,1,119
32,62,15,1,99
32,63,15,1,701
32,64,15,1,86
32,65,15,1,82
32,66,16,1,25
32,67,16,1,133
32,68,16,1,374
32,69,16,1,263
32,70,17,1,63
32,71,17,1,212
32,72,17,1,404
32,73,17,1,202
32,74,17,1,262
32,75,18,1,215
32,76,18,1,1010
32,77,18,1,402
32,78,18,1,132
32,79,19,1,220
32,80,19,1,106
32,81,19,1,140
32,82,19,1,308
32,83,20,1,126
32,84,20,1,100
32,85,20,1,206
32,86,20,1,91
32,87,20,1,151
32,88,21,1,938
32,89,21,1,95
32,90,21,1,11
32,91,21,1,6
32,92,22,1,11
32,93,22,1,1
32,94,22,1,35
32,95,22,1,32
32,96,23,1,5
32,97,23,1,119
32,98,23,1,32
32,99,23,1,1
32,100,23,1,289
32,101,24,1,34
32,102,24,1,25
32,103,24,1,47
32,104,24,1,33
32,1,1,2,113
32,2,1,2,243
32,3,1,2,38
32,4,2,2,6
32,5,2,2,119
32,6,2,2,486
32,7,2,2,212
32,8,2,2,30
32,9,2,2,177
32,10,3,2,104
32,11,3,2,108
32,12,3,2,89
32,13,3,2,102
32,14,4,2,82
32,15,4,2,74
32,16,4,2,56
32,17,4,2,102
32,18,5,2,40
32,19,5,2,1
32,20,5,2,57
32,21,5,2,39
32,23,6,2,51
32,24,6,2,98
32,25,6,2,284
32,26,6,2,71
32,27,7,2,49
32,28,7,2,50
32,29,7,2,114
32,30,7,2,83
32,31,8,2,61
32,32,8,2,36
32,33,8,2,49
32,34,8,2,18
32,35,8,2,970
32,36,9,2,5
32,37,9,2,15
32,38,9,2,2
32,39,9,2,164
32,40,10,2,55
32,41,10,2,159
32,42,10,2,42
32,43,10,2,66
32,44,11,2,104
32,45,11,2,48
32,46,11,2,124
32,47,11,2,56
32,48,11,2,107
32,49,12,2,59
32,50,12,2,87
32,51,12,2,113
32,52,12,2,72
32,53,13,2,277
32,54,13,2,151
32,55,13,2,190
32,56,13,2,115
32,57,14,2,158
32,58,14,2,74
32,59,14,2,75
32,60,14,2,34
32,61,14,2,44
32,62,15,2,60
32,63,15,2,126
32,64,15,2,57
32,65,15,2,339
32,66,16,2,24
32,67,16,2,57
32,68,16,2,33
32,69,16,2,44
32,70,17,2,40
32,71,17,2,152
32,72,17,2,132
32,73,17,2,58
32,74,17,2,128
32,75,18,2,129
32,76,18,2,245
32,77,18,2,273
32,78,18,2,67
32,79,19,2,175
32,80,19,2,53
32,81,19,2,303
32,82,19,2,161
32,83,20,2,118
32,84,20,2,45
32,85,20,2,117
32,86,20,2,82
32,87,20,2,73
32,88,21,2,88
32,89,21,2,50
32,90,21,2,5
32,91,21,2,5
32,92,22,2,1
32,95,22,2,8
32,96,23,2,1
32,97,23,2,245
32,98,23,2,29
32,99,23,2,10
32,100,23,2,34
32,101,24,2,50
32,102,24,2,105
32,103,24,2,119
32,104,24,2,45
32,1,1,3,179
32,2,1,3,1100
32,3,1,3,177
32,4,2,3,170
32,5,2,3,1721
32,6,2,3,1638
32,7,2,3,833
32,8,2,3,76
32,9,2,3,34
32,10,3,3,277
32,11,3,3,674
32,12,3,3,765
32,13,3,3,587
32,14,4,3,605
32,15,4,3,664
32,16,4,3,574
32,17,4,3,1394
32,18,5,3,66
32,19,5,3,22
32,20,5,3,280
32,21,5,3,1193
32,22,5,3,1
32,23,6,3,232
32,24,6,3,283
32,25,6,3,2823
32,26,6,3,137
32,27,7,3,251
32,28,7,3,283
32,29,7,3,513
32,30,7,3,2363
32,31,8,3,501
32,32,8,3,768
32,33,8,3,739
32,34,8,3,939
32,35,8,3,6328
32,36,9,3,160
32,37,9,3,1163
32,38,9,3,43
32,39,9,3,1083
32,40,10,3,1201
32,41,10,3,578
32,42,10,3,1349
32,43,10,3,1221
32,44,11,3,761
32,45,11,3,1230
32,46,11,3,2531
32,47,11,3,1593
32,48,11,3,1013
32,49,12,3,322
32,50,12,3,636
32,51,12,3,221
32,52,12,3,1208
32,53,13,3,1011
32,54,13,3,944
32,55,13,3,450
32,56,13,3,273
32,57,14,3,518
32,58,14,3,353
32,59,14,3,466
32,60,14,3,681
32,61,14,3,2241
32,62,15,3,932
32,63,15,3,1690
32,64,15,3,895
32,65,15,3,363
32,66,16,3,43
32,67,16,3,133
32,68,16,3,2973
32,69,16,3,4873
32,70,17,3,3382
32,71,17,3,4825
32,72,17,3,1295
32,73,17,3,1095
32,74,17,3,1941
32,75,18,3,1219
32,76,18,3,1700
32,77,18,3,1424
32,78,18,3,1564
32,79,19,3,1814
32,80,19,3,808
32,81,19,3,2230
32,82,19,3,1995
32,83,20,3,457
32,84,20,3,174
32,85,20,3,448
32,86,20,3,404
32,87,20,3,597
32,88,21,3,410
32,89,21,3,818
32,90,21,3,407
32,91,21,3,478
32,92,22,3,509
32,93,22,3,273
32,94,22,3,366
32,95,22,3,309
32,96,23,3,6
32,97,23,3,415
32,98,23,3,2647
32,99,23,3,333
32,100,23,3,533
32,101,24,3,1102
32,102,24,3,149
32,103,24,3,519
32,104,24,3,353
32,1,1,4,442
32,2,1,4,771
32,3,1,4,145
32,4,2,4,2
32,5,2,4,1049
32,6,2,4,927
32,7,2,4,144
32,8,2,4,35
32,9,2,4,182
32,10,3,4,113
32,11,3,4,176
32,12,3,4,370
32,13,3,4,202
32,14,4,4,384
32,15,4,4,395
32,16,4,4,318
32,17,4,4,183
32,18,5,4,626
32,19,5,4,3
32,20,5,4,221
32,21,5,4,1961
32,22,5,4,14
32,23,6,4,976
32,24,6,4,216
32,25,6,4,330
32,26,6,4,436
32,27,7,4,523
32,28,7,4,241
32,29,7,4,181
32,30,7,4,165
32,31,8,4,191
32,32,8,4,51
32,33,8,4,159
32,34,8,4,3641
32,35,8,4,5399
32,36,9,4,3946
32,37,9,4,1436
32,38,9,4,915
32,39,9,4,1096
32,40,10,4,341
32,41,10,4,550
32,42,10,4,294
32,43,10,4,535
32,44,11,4,455
32,45,11,4,288
32,46,11,4,399
32,47,11,4,475
32,48,11,4,325
32,49,12,4,930
32,50,12,4,279
32,51,12,4,396
32,52,12,4,324
32,53,13,4,306
32,54,13,4,501
32,55,13,4,734
32,56,13,4,193
32,57,14,4,583
32,58,14,4,381
32,59,14,4,456
32,60,14,4,578
32,61,14,4,408
32,62,15,4,271
32,63,15,4,1058
32,64,15,4,478
32,65,15,4,340
32,66,16,4,70
32,67,16,4,47
32,68,16,4,43
32,69,16,4,444
32,70,17,4,191
32,71,17,4,673
32,72,17,4,723
32,73,17,4,438
32,74,17,4,507
32,75,18,4,642
32,76,18,4,574
32,77,18,4,318
32,78,18,4,274
32,79,19,4,769
32,80,19,4,366
32,81,19,4,536
32,82,19,4,533
32,83,20,4,275
32,84,20,4,166
32,85,20,4,725
32,86,20,4,351
32,87,20,4,205
32,88,21,4,366
32,89,21,4,168
32,90,21,4,64
32,91,21,4,92
32,92,22,4,1
32,93,22,4,11
32,94,22,4,2
32,95,22,4,2
32,96,23,4,14
32,97,23,4,985
32,98,23,4,11
32,99,23,4,21
32,100,23,4,5
32,101,24,4,556
32,102,24,4,93
32,103,24,4,118
32,104,24,4,53
33,1,1,1,33
33,2,1,1,73
33,3,1,1,31
33,4,2,1,37
33,5,2,1,220
33,6,2,1,37
33,7,2,1,67
33,8,2,1,107
33,9,2,1,281
33,11,3,1,258
33,12,3,1,51
33,13,3,1,119
33,14,4,1,48
33,15,4,1,32
33,16,4,1,82
33,17,4,1,1
33,18,5,1,1
33,20,5,1,162
33,21,5,1,74
33,22,5,1,52
33,23,6,1,1797
33,24,6,1,71
33,25,6,1,25
33,26,6,1,57
33,27,7,1,51
33,28,7,1,88
33,29,7,1,11
33,30,7,1,10
33,32,8,1,53
33,33,8,1,56
33,34,8,1,205
33,35,8,1,221
33,36,9,1,46
33,37,9,1,106
33,38,9,1,53
33,39,9,1,71
33,40,10,1,72
33,41,10,1,46
33,42,10,1,42
33,43,10,1,57
33,44,11,1,100
33,45,11,1,36
33,46,11,1,86
33,47,11,1,76
33,48,11,1,50
33,49,12,1,251
33,50,12,1,36
33,51,12,1,44
33,52,12,1,10
33,53,13,1,244
33,54,13,1,81
33,55,13,1,8
33,56,13,1,7
33,57,14,1,152
33,58,14,1,150
33,59,14,1,90
33,60,14,1,13
33,61,14,1,94
33,62,15,1,447
33,63,15,1,97
33,64,15,1,52
33,65,15,1,73
33,66,16,1,18
33,67,16,1,77
33,68,16,1,92
33,69,16,1,175
33,70,17,1,85
33,71,17,1,129
33,72,17,1,352
33,73,17,1,62
33,74,17,1,3
33,75,18,1,52
33,76,18,1,110
33,77,18,1,5
33,78,18,1,1
33,80,19,1,64
33,81,19,1,108
33,82,19,1,65
33,83,20,1,55
33,84,20,1,209
33,85,20,1,67
33,86,20,1,48
33,87,20,1,125
33,88,21,1,34
33,89,21,1,24
33,90,21,1,260
33,91,21,1,79
33,92,22,1,48
33,93,22,1,68
33,94,22,1,3
33,95,22,1,138
33,96,23,1,68
33,97,23,1,9
33,98,23,1,17
33,99,23,1,4
33,100,23,1,1
33,101,24,1,27
33,102,24,1,98
33,103,24,1,76
33,104,24,1,1
33,105,25,1,50
33,1,1,2,47
33,2,1,2,19
33,3,1,2,1
33,4,2,2,72
33,5,2,2,47
33,8,2,2,27
33,9,2,2,3
33,11,3,2,24
33,12,3,2,77
33,13,3,2,56
33,14,4,2,265
33,15,4,2,4
33,16,4,2,48
33,17,4,2,1
33,18,5,2,17
33,19,5,2,3
33,20,5,2,225
33,21,5,2,29
33,22,5,2,32
33,23,6,2,39
33,24,6,2,86
33,25,6,2,58
33,26,6,2,32
33,27,7,2,32
33,28,7,2,63
33,29,7,2,39
33,30,7,2,105
33,31,8,2,42
33,32,8,2,110
33,33,8,2,52
33,34,8,2,125
33,35,8,2,27
33,36,9,2,37
33,37,9,2,53
33,38,9,2,40
33,39,9,2,70
33,40,10,2,66
33,41,10,2,85
33,42,10,2,204
33,43,10,2,691
33,44,11,2,56
33,45,11,2,86
33,46,11,2,81
33,47,11,2,33
33,48,11,2,102
33,49,12,2,124
33,50,12,2,44
33,51,12,2,112
33,52,12,2,14
33,53,13,2,47
33,54,13,2,1019
33,55,13,2,11
33,56,13,2,34
33,57,14,2,22
33,58,14,2,1
33,59,14,2,1
33,60,14,2,3
33,61,14,2,189
33,62,15,2,26
33,63,15,2,56
33,64,15,2,79
33,65,15,2,93
33,66,16,2,60
33,67,16,2,51
33,68,16,2,81
33,69,16,2,299
33,70,17,2,72
33,71,17,2,51
33,72,17,2,61
33,73,17,2,81
33,74,17,2,28
33,75,18,2,2
33,76,18,2,13
33,77,18,2,2
33,79,19,2,2
33,80,19,2,14
33,81,19,2,230
33,82,19,2,37
33,83,20,2,131
33,84,20,2,47
33,85,20,2,47
33,86,20,2,62
33,87,20,2,233
33,88,21,2,47
33,89,21,2,68
33,90,21,2,34
33,91,21,2,73
33,92,22,2,31
33,93,22,2,46
33,94,22,2,2
33,95,22,2,50
33,96,23,2,110
33,97,23,2,63
33,98,23,2,4
33,99,23,2,43
33,101,24,2,146
33,102,24,2,40
33,103,24,2,4
33,1,1,3,121
33,2,1,3,185
33,3,1,3,60
33,4,2,3,296
33,5,2,3,519
33,6,2,3,130
33,7,2,3,292
33,8,2,3,134
33,9,2,3,50
33,10,3,3,20
33,11,3,3,482
33,12,3,3,424
33,13,3,3,457
33,14,4,3,116
33,15,4,3,24
33,16,4,3,104
33,17,4,3,116
33,18,5,3,61
33,20,5,3,1053
33,21,5,3,511
33,22,5,3,366
33,23,6,3,930
33,24,6,3,957
33,25,6,3,334
33,26,6,3,428
33,27,7,3,415
33,28,7,3,409
33,29,7,3,3113
33,30,7,3,570
33,31,8,3,247
33,32,8,3,976
33,33,8,3,544
33,34,8,3,295
33,35,8,3,529
33,36,9,3,234
33,37,9,3,788
33,38,9,3,420
33,39,9,3,1163
33,40,10,3,193
33,41,10,3,650
33,42,10,3,430
33,43,10,3,433
33,44,11,3,849
33,45,11,3,488
33,46,11,3,575
33,47,11,3,647
33,48,11,3,596
33,49,12,3,282
33,50,12,3,1399
33,51,12,3,2794
33,52,12,3,2565
33,53,13,3,533
33,54,13,3,726
33,55,13,3,2453
33,56,13,3,389
33,57,14,3,23
33,58,14,3,1
33,59,14,3,3
33,60,14,3,376
33,61,14,3,1391
33,62,15,3,636
33,63,15,3,1072
33,64,15,3,1124
33,65,15,3,242
33,66,16,3,525
33,67,16,3,383
33,68,16,3,471
33,69,16,3,647
33,70,17,3,480
33,71,17,3,579
33,72,17,3,499
33,73,17,3,724
33,74,17,3,241
33,75,18,3,219
33,76,18,3,291
33,77,18,3,312
33,78,18,3,22
33,80,19,3,863
33,81,19,3,1313
33,82,19,3,244
33,83,20,3,256
33,84,20,3,973
33,85,20,3,415
33,86,20,3,956
33,87,20,3,397
33,88,21,3,648
33,89,21,3,499
33,90,21,3,456
33,91,21,3,240
33,92,22,3,378
33,93,22,3,139
33,94,22,3,631
33,95,22,3,240
33,96,23,3,166
33,97,23,3,70
33,98,23,3,119
33,99,23,3,7
33,101,24,3,288
33,102,24,3,137
33,103,24,3,49
33,104,24,3,2
33,1,1,4,599
33,2,1,4,1256
33,3,1,4,35
33,4,2,4,164
33,5,2,4,79
33,6,2,4,17
33,7,2,4,87
33,8,2,4,213
33,9,2,4,74
33,11,3,4,686
33,12,3,4,74
33,13,3,4,224
33,14,4,4,96
33,15,4,4,11
33,16,4,4,102
33,17,4,4,90
33,18,5,4,93
33,19,5,4,5
33,20,5,4,468
33,21,5,4,229
33,22,5,4,141
33,23,6,4,132
33,24,6,4,153
33,25,6,4,119
33,26,6,4,286
33,27,7,4,220
33,28,7,4,1193
33,29,7,4,184
33,30,7,4,122
33,31,8,4,21
33,32,8,4,601
33,33,8,4,550
33,34,8,4,936
33,35,8,4,285
33,36,9,4,225
33,37,9,4,310
33,38,9,4,326
33,39,9,4,432
33,40,10,4,196
33,41,10,4,372
33,42,10,4,1544
33,43,10,4,487
33,44,11,4,236
33,45,11,4,240
33,46,11,4,762
33,47,11,4,453
33,48,11,4,268
33,49,12,4,407
33,50,12,4,8159
33,51,12,4,508
33,52,12,4,7
33,53,13,4,819
33,54,13,4,105
33,55,13,4,111
33,56,13,4,400
33,57,14,4,55
33,59,14,4,31
33,60,14,4,18
33,61,14,4,597
33,62,15,4,253
33,63,15,4,194
33,64,15,4,257
33,65,15,4,249
33,66,16,4,188
33,67,16,4,222
33,68,16,4,300
33,69,16,4,275
33,70,17,4,234
33,71,17,4,415
33,72,17,4,434
33,73,17,4,421
33,74,17,4,49
33,75,18,4,46
33,76,18,4,48
33,77,18,4,51
33,78,18,4,7
33,79,19,4,15
33,80,19,4,849
33,81,19,4,246
33,82,19,4,347
33,83,20,4,239
33,84,20,4,388
33,85,20,4,300
33,86,20,4,482
33,87,20,4,151
33,88,21,4,105
33,89,21,4,259
33,90,21,4,713
33,91,21,4,346
33,92,22,4,325
33,93,22,4,174
33,94,22,4,30
33,95,22,4,237
33,96,23,4,762
33,97,23,4,67
33,98,23,4,48
33,99,23,4,34
33,101,24,4,176
33,102,24,4,138
33,103,24,4,9
33,104,24,4,6
33,105,25,4,5
34,1,1,1,6
34,2,1,1,1759
34,3,1,1,243
34,4,2,1,2002
34,6,2,1,2
34,7,2,1,82
34,8,2,1,373
34,9,2,1,1
34,10,3,1,131
34,11,3,1,116
34,12,3,1,36
34,13,3,1,20
34,14,4,1,30
34,15,4,1,26
34,16,4,1,142
34,17,4,1,799
34,18,5,1,87
34,19,5,1,774
34,20,5,1,232
34,21,5,1,22
34,22,5,1,178
34,23,6,1,517
34,24,6,1,42
34,25,6,1,87
34,26,6,1,41
34,27,7,1,8
34,28,7,1,38
34,29,7,1,44
34,30,7,1,49
34,31,8,1,99
34,32,8,1,22
34,33,8,1,34
34,34,8,1,15
34,35,8,1,8
34,36,9,1,31
34,37,9,1,25
34,38,9,1,64
34,39,9,1,70
34,40,10,1,24
34,41,10,1,104
34,42,10,1,44
34,43,10,1,25
34,44,11,1,38
34,45,11,1,22
34,46,11,1,40
34,47,11,1,50
34,48,11,1,73
34,49,12,1,86
34,50,12,1,111
34,51,12,1,47
34,52,12,1,28
34,53,13,1,3009
34,54,13,1,112
34,55,13,1,31
34,56,13,1,15
34,57,14,1,35
34,58,14,1,57
34,59,14,1,42
34,60,14,1,19
34,61,14,1,17
34,62,15,1,19
34,63,15,1,32
34,64,15,1,55
34,65,15,1,30
34,66,16,1,30
34,67,16,1,45
34,68,16,1,24
34,69,16,1,38
34,70,17,1,35
34,71,17,1,35
34,72,17,1,17
34,73,17,1,116
34,74,17,1,16
34,75,18,1,1
34,76,18,1,2
34,77,18,1,2
34,80,19,1,11
34,81,19,1,1
34,82,19,1,233
34,83,20,1,3
34,84,20,1,1
34,85,20,1,479
34,86,20,1,32
34,87,20,1,3
34,88,21,1,2
34,89,21,1,1
34,90,21,1,7
34,2,1,2,1
34,7,2,2,27
34,8,2,2,14
34,10,3,2,42
34,11,3,2,107
34,12,3,2,31
34,13,3,2,46
34,14,4,2,34
34,15,4,2,23
34,16,4,2,110
34,17,4,2,77
34,18,5,2,47
34,19,5,2,21
34,20,5,2,50
34,21,5,2,79
34,22,5,2,26
34,23,6,2,11
34,24,6,2,78
34,25,6,2,16
34,26,6,2,22
34,27,7,2,7
34,28,7,2,71
34,29,7,2,50
34,30,7,2,111
34,31,8,2,22
34,32,8,2,80
34,33,8,2,34
34,34,8,2,26
34,35,8,2,20
34,36,9,2,28
34,37,9,2,52
34,38,9,2,46
34,39,9,2,44
34,40,10,2,19
34,41,10,2,16
34,42,10,2,32
34,43,10,2,23
34,44,11,2,151
34,45,11,2,24
34,46,11,2,34
34,47,11,2,64
34,48,11,2,30
34,49,12,2,35
34,50,12,2,31
34,51,12,2,24
34,52,12,2,20
34,53,13,2,20
34,54,13,2,91
34,55,13,2,59
34,56,13,2,153
34,57,14,2,51
34,58,14,2,39
34,59,14,2,22
34,60,14,2,12
34,61,14,2,9
34,62,15,2,19
34,63,15,2,90
34,64,15,2,45
34,65,15,2,56
34,66,16,2,45
34,67,16,2,46
34,68,16,2,41
34,69,16,2,36
34,70,17,2,51
34,71,17,2,32
34,72,17,2,74
34,73,17,2,56
34,74,17,2,26
34,75,18,2,2
34,77,18,2,3
34,78,18,2,1
34,79,19,2,17
34,80,19,2,1
34,81,19,2,3
34,82,19,2,150
34,83,20,2,1
34,84,20,2,53
34,85,20,2,22
34,86,20,2,34
34,87,20,2,20
34,88,21,2,3
34,89,21,2,4
34,90,21,2,38
34,1,1,3,1
34,2,1,3,1
34,4,2,3,1
34,6,2,3,7
34,7,2,3,4
34,8,2,3,24
34,10,3,3,12
34,11,3,3,732
34,12,3,3,166
34,13,3,3,307
34,14,4,3,117
34,15,4,3,144
34,16,4,3,168
34,17,4,3,241
34,18,5,3,543
34,19,5,3,114
34,20,5,3,114
34,21,5,3,62
34,22,5,3,118
34,23,6,3,251
34,24,6,3,65
34,25,6,3,377
34,26,6,3,269
34,27,7,3,156
34,28,7,3,299
34,29,7,3,265
34,30,7,3,203
34,31,8,3,232
34,32,8,3,450
34,33,8,3,498
34,34,8,3,355
34,35,8,3,241
34,36,9,3,390
34,37,9,3,334
34,38,9,3,347
34,39,9,3,134
34,40,10,3,412
34,41,10,3,537
34,42,10,3,292
34,43,10,3,148
34,44,11,3,75
34,45,11,3,394
34,46,11,3,96
34,47,11,3,277
34,48,11,3,322
34,49,12,3,274
34,50,12,3,95
34,51,12,3,287
34,52,12,3,307
34,53,13,3,10
34,54,13,3,198
34,55,13,3,137
34,56,13,3,357
34,57,14,3,711
34,58,14,3,333
34,59,14,3,439
34,60,14,3,203
34,61,14,3,191
34,62,15,3,135
34,63,15,3,415
34,64,15,3,1763
34,65,15,3,382
34,66,16,3,692
34,67,16,3,79
34,68,16,3,890
34,69,16,3,1050
34,70,17,3,716
34,71,17,3,705
34,72,17,3,245
34,73,17,3,76
34,74,17,3,263
34,75,18,3,90
34,76,18,3,47
34,77,18,3,41
34,78,18,3,69
34,79,19,3,49
34,80,19,3,2
34,81,19,3,313
34,82,19,3,919
34,83,20,3,692
34,84,20,3,2
34,85,20,3,46
34,86,20,3,429
34,87,20,3,671
34,88,21,3,29
34,89,21,3,151
34,90,21,3,69
34,1,1,4,1
34,2,1,4,4
34,3,1,4,3
34,4,2,4,117
34,5,2,4,1
34,6,2,4,3
34,7,2,4,5
34,8,2,4,8
34,9,2,4,1
34,10,3,4,6
34,11,3,4,419
34,12,3,4,44
34,13,3,4,105
34,14,4,4,103
34,15,4,4,64
34,16,4,4,222
34,17,4,4,242
34,18,5,4,105
34,19,5,4,126
34,20,5,4,147
34,21,5,4,293
34,22,5,4,50
34,23,6,4,25
34,24,6,4,82
34,25,6,4,61
34,26,6,4,40
34,27,7,4,23
34,28,7,4,159
34,29,7,4,102
34,30,7,4,77
34,31,8,4,44
34,32,8,4,42
34,33,8,4,86
34,34,8,4,84
34,35,8,4,103
34,36,9,4,43
34,37,9,4,223
34,38,9,4,85
34,39,9,4,68
34,40,10,4,72
34,41,10,4,59
34,42,10,4,114
34,43,10,4,48
34,44,11,4,101
34,45,11,4,27
34,46,11,4,80
34,47,11,4,107
34,48,11,4,51
34,49,12,4,91
34,50,12,4,93
34,51,12,4,69
34,52,12,4,47
34,53,13,4,39
34,54,13,4,149
34,55,13,4,98
34,56,13,4,32
34,57,14,4,289
34,58,14,4,98
34,59,14,4,99
34,60,14,4,1509
34,61,14,4,34
34,62,15,4,134
34,63,15,4,62
34,64,15,4,97
34,65,15,4,59
34,66,16,4,39
34,67,16,4,107
34,68,16,4,70
34,69,16,4,78
34,70,17,4,102
34,71,17,4,152
34,72,17,4,78
34,73,17,4,84
34,74,17,4,131
34,75,18,4,262
34,76,18,4,101
34,77,18,4,215
34,79,19,4,412
34,80,19,4,20
34,81,19,4,365
34,82,19,4,176
34,83,20,4,2
34,84,20,4,12
34,85,20,4,230
34,86,20,4,812
34,87,20,4,31
34,88,21,4,10
34,89,21,4,7
34,90,21,4,171
35,1,1,1,15
35,3,1,1,5
35,4,2,1,150
35,5,2,1,46
35,6,2,1,41
35,7,2,1,13
35,8,2,1,4
35,9,2,1,5
35,10,3,1,87
35,11,3,1,167
35,12,3,1,2
35,13,3,1,11
35,14,4,1,66
35,15,4,1,40
35,17,4,1,48
35,18,5,1,71
35,19,5,1,510
35,20,5,1,58
35,22,5,1,2
35,24,6,1,167
35,25,6,1,22
35,26,6,1,1
35,28,7,1,1
35,29,7,1,83
35,30,7,1,50
35,31,8,1,25
35,32,8,1,8
35,33,8,1,20
35,34,8,1,6
35,35,8,1,27
35,36,9,1,10
35,37,9,1,25
35,38,9,1,17
35,39,9,1,22
35,40,10,1,18
35,41,10,1,35
35,42,10,1,43
35,43,10,1,66
35,44,11,1,12
35,45,11,1,15
35,46,11,1,62
35,47,11,1,21
35,48,11,1,23
35,49,12,1,128
35,50,12,1,13
35,51,12,1,31
35,52,12,1,21
35,53,13,1,106
35,54,13,1,69
35,55,13,1,43
35,56,13,1,7
35,57,14,1,20
35,58,14,1,21
35,59,14,1,17
35,60,14,1,31
35,61,14,1,27
35,62,15,1,23
35,63,15,1,96
35,64,15,1,16
35,65,15,1,72
35,66,16,1,149
35,67,16,1,51
35,68,16,1,45
35,70,17,1,11
35,71,17,1,57
35,73,17,1,1
35,74,17,1,102
35,75,18,1,50
35,76,18,1,65
35,80,19,1,10
35,81,19,1,5
35,83,20,1,1
35,85,20,1,348
35,86,20,1,23
35,87,20,1,139
35,88,21,1,10
35,89,21,1,32
35,90,21,1,23
35,1,1,2,20
35,2,1,2,20
35,3,1,2,41
35,4,2,2,32
35,5,2,2,28
35,6,2,2,25
35,7,2,2,11
35,8,2,2,15
35,11,3,2,27
35,12,3,2,3
35,13,3,2,78
35,14,4,2,9
35,15,4,2,31
35,17,4,2,43
35,18,5,2,114
35,19,5,2,49
35,20,5,2,8
35,21,5,2,1
35,22,5,2,50
35,24,6,2,8
35,25,6,2,122
35,28,7,2,10
35,29,7,2,85
35,30,7,2,6
35,31,8,2,69
35,32,8,2,15
35,33,8,2,102
35,34,8,2,79
35,35,8,2,59
35,36,9,2,22
35,37,9,2,16
35,38,9,2,9
35,39,9,2,22
35,40,10,2,17
35,41,10,2,23
35,42,10,2,142
35,43,10,2,24
35,44,11,2,17
35,45,11,2,19
35,46,11,2,24
35,47,11,2,28
35,48,11,2,17
35,49,12,2,12
35,50,12,2,99
35,51,12,2,177
35,52,12,2,121
35,53,13,2,78
35,54,13,2,60
35,55,13,2,9
35,56,13,2,25
35,57,14,2,53
35,58,14,2,20
35,59,14,2,64
35,60,14,2,7
35,61,14,2,53
35,62,15,2,20
35,63,15,2,91
35,64,15,2,19
35,65,15,2,32
35,66,16,2,25
35,67,16,2,106
35,68,16,2,39
35,69,16,2,105
35,70,17,2,1
35,71,17,2,129
35,73,17,2,2
35,74,17,2,1
35,76,18,2,7
35,80,19,2,1
35,81,19,2,20
35,84,20,2,84
35,85,20,2,187
35,86,20,2,30
35,87,20,2,274
35,88,21,2,16
35,89,21,2,33
35,90,21,2,20
35,3,1,3,1058
35,4,2,3,537
35,5,2,3,540
35,6,2,3,210
35,7,2,3,270
35,8,2,3,54
35,9,2,3,79
35,11,3,3,458
35,12,3,3,103
35,13,3,3,72
35,14,4,3,69
35,15,4,3,65
35,16,4,3,22
35,17,4,3,169
35,18,5,3,64
35,19,5,3,163
35,20,5,3,91
35,21,5,3,28
35,22,5,3,9
35,23,6,3,11
35,24,6,3,60
35,25,6,3,399
35,26,6,3,75
35,27,7,3,56
35,28,7,3,26
35,29,7,3,528
35,30,7,3,161
35,31,8,3,150
35,32,8,3,164
35,33,8,3,230
35,34,8,3,299
35,35,8,3,255
35,36,9,3,177
35,37,9,3,151
35,38,9,3,653
35,39,9,3,179
35,40,10,3,94
35,41,10,3,283
35,42,10,3,144
35,43,10,3,177
35,44,11,3,153
35,45,11,3,255
35,46,11,3,281
35,47,11,3,224
35,48,11,3,179
35,49,12,3,132
35,50,12,3,186
35,51,12,3,177
35,52,12,3,103
35,53,13,3,189
35,54,13,3,132
35,55,13,3,292
35,56,13,3,32
35,57,14,3,312
35,58,14,3,260
35,59,14,3,491
35,60,14,3,215
35,61,14,3,37
35,62,15,3,55
35,63,15,3,386
35,64,15,3,139
35,65,15,3,148
35,66,16,3,93
35,67,16,3,1819
35,68,16,3,540
35,69,16,3,2612
35,70,17,3,315
35,71,17,3,758
35,72,17,3,122
35,73,17,3,57
35,74,17,3,249
35,75,18,3,213
35,76,18,3,646
35,77,18,3,559
35,78,18,3,851
35,79,19,3,111
35,80,19,3,12
35,81,19,3,134
35,82,19,3,119
35,83,20,3,521
